isic_code,isic_name,section_code,section_name,division_code,group_code,tradable_atlas,confidence_atlas,mixed_atlas,tradable_regional,confidence_regional,mixed_regional,rationale,entry_regime,confidence_entry,mixed_entry,rationale_entry
2013,Manufacture of plastics and synthetic rubber in primary forms,C,Manufacturing,20,201,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of plastics and synthetic rubber in primary forms); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of plastics and synthetic rubber in primary forms) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2021,Manufacture of pesticides and other agrochemical products,C,Manufacturing,20,202,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of pesticides and other agrochemical products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of pesticides and other agrochemical products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C,Manufacturing,20,202,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of paints, varnishes and similar coatings, printing ink and mastics); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of paints, varnishes and similar coatings, printing ink and mastics) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",C,Manufacturing,20,202,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2029,Manufacture of other chemical products n.e.c.,C,Manufacturing,20,202,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other chemical products n.e.c.); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other chemical products n.e.c.) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2030,Manufacture of man-made fibres,C,Manufacturing,20,203,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of man-made fibres); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of man-made fibres) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",C,Manufacturing,21,210,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of pharmaceuticals, medicinal chemical and botanical products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of pharmaceuticals, medicinal chemical and botanical products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,C,Manufacturing,22,221,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2219,Manufacture of other rubber products,C,Manufacturing,22,221,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other rubber products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other rubber products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2220,Manufacture of plastics products,C,Manufacturing,22,222,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of plastics products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of plastics products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2310,Manufacture of glass and glass products,C,Manufacturing,23,231,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of glass and glass products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of glass and glass products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2391,Manufacture of refractory products,C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of refractory products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of refractory products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2392,Manufacture of clay building materials,C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of clay building materials); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of clay building materials) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2393,Manufacture of other porcelain and ceramic products,C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other porcelain and ceramic products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other porcelain and ceramic products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2394,"Manufacture of cement, lime and plaster",C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of cement, lime and plaster); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of cement, lime and plaster) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2395,"Manufacture of articles of concrete, cement and plaster",C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of articles of concrete, cement and plaster); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of articles of concrete, cement and plaster) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2396,"Cutting, shaping and finishing of stone",C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (cutting, shaping and finishing of stone); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Cutting, shaping and finishing of stone) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2399,Manufacture of other non-metallic mineral products n.e.c.,C,Manufacturing,23,239,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other non-metallic mineral products n.e.c.); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other non-metallic mineral products n.e.c.) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2410,Manufacture of basic iron and steel,C,Manufacturing,24,241,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of basic iron and steel); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of basic iron and steel) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2420,Manufacture of basic precious and other non-ferrous metals,C,Manufacturing,24,242,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of basic precious and other non-ferrous metals); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of basic precious and other non-ferrous metals) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2431,Casting of iron and steel,C,Manufacturing,24,243,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (casting of iron and steel); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Casting of iron and steel) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2432,Casting of non-ferrous metals,C,Manufacturing,24,243,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (casting of non-ferrous metals); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Casting of non-ferrous metals) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2511,Manufacture of structural metal products,C,Manufacturing,25,251,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of structural metal products); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of structural metal products) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2512,"Manufacture of tanks, reservoirs and containers of metal",C,Manufacturing,25,251,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of tanks, reservoirs and containers of metal); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of tanks, reservoirs and containers of metal) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2513,"Manufacture of steam generators, except central heating hot water boilers",C,Manufacturing,25,251,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of steam generators, except central heating hot water boilers); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of steam generators, except central heating hot water boilers) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2520,Manufacture of weapons and ammunition,C,Manufacturing,25,252,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of weapons and ammunition); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",state_allocated,0.74,False,Manufacture of arms and ammunition is reserved to the state through the army-owned Santa Barbara and sits under Ministry of Defence control by the arms law; private entry is not an available channel.
2591,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",C,Manufacturing,25,259,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (forging, pressing, stamping and roll-forming of metal; powder metallurgy); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Forging, pressing, stamping and roll-forming of metal; powder metallurgy) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2592,Treatment and coating of metals; machining,C,Manufacturing,25,259,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (treatment and coating of metals; machining); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Treatment and coating of metals; machining) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2593,"Manufacture of cutlery, hand tools and general hardware",C,Manufacturing,25,259,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of cutlery, hand tools and general hardware); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of cutlery, hand tools and general hardware) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2599,Manufacture of other fabricated metal products n.e.c.,C,Manufacturing,25,259,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other fabricated metal products n.e.c.); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other fabricated metal products n.e.c.) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2610,Manufacture of electronic components and boards,C,Manufacturing,26,261,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of electronic components and boards); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of electronic components and boards) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2620,Manufacture of computers and peripheral equipment,C,Manufacturing,26,262,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of computers and peripheral equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of computers and peripheral equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2630,Manufacture of communication equipment,C,Manufacturing,26,263,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of communication equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of communication equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2640,Manufacture of consumer electronics,C,Manufacturing,26,264,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of consumer electronics); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of consumer electronics) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2651,"Manufacture of measuring, testing, navigating and control equipment",C,Manufacturing,26,265,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of measuring, testing, navigating and control equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of measuring, testing, navigating and control equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2652,Manufacture of watches and clocks,C,Manufacturing,26,265,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of watches and clocks); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of watches and clocks) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",C,Manufacturing,26,266,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of irradiation, electromedical and electrotherapeutic equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of irradiation, electromedical and electrotherapeutic equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2670,Manufacture of optical instruments and photographic equipment,C,Manufacturing,26,267,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of optical instruments and photographic equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of optical instruments and photographic equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2680,Manufacture of magnetic and optical media,C,Manufacturing,26,268,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of magnetic and optical media); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of magnetic and optical media) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",C,Manufacturing,27,271,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of electric motors, generators, transformers and electricity distribution and control apparatus); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2720,Manufacture of batteries and accumulators,C,Manufacturing,27,272,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of batteries and accumulators); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of batteries and accumulators) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2731,Manufacture of fibre optic cables,C,Manufacturing,27,273,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of fibre optic cables); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of fibre optic cables) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2732,Manufacture of other electronic and electric wires and cables,C,Manufacturing,27,273,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other electronic and electric wires and cables); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other electronic and electric wires and cables) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2733,Manufacture of wiring devices,C,Manufacturing,27,273,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of wiring devices); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of wiring devices) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2740,Manufacture of electric lighting equipment,C,Manufacturing,27,274,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of electric lighting equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of electric lighting equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2750,Manufacture of domestic appliances,C,Manufacturing,27,275,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of domestic appliances); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of domestic appliances) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2790,Manufacture of other electrical equipment,C,Manufacturing,27,279,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other electrical equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other electrical equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of engines and turbines, except aircraft, vehicle and cycle engines); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of engines and turbines, except aircraft, vehicle and cycle engines) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2812,Manufacture of fluid power equipment,C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of fluid power equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of fluid power equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2813,"Manufacture of other pumps, compressors, taps and valves",C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other pumps, compressors, taps and valves); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other pumps, compressors, taps and valves) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2814,"Manufacture of bearings, gears, gearing and driving elements",C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of bearings, gears, gearing and driving elements); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of bearings, gears, gearing and driving elements) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2815,"Manufacture of ovens, furnaces and furnace burners",C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of ovens, furnaces and furnace burners); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of ovens, furnaces and furnace burners) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2816,Manufacture of lifting and handling equipment,C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of lifting and handling equipment); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of lifting and handling equipment) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of office machinery and equipment (except computers and peripheral equipment)); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of office machinery and equipment (except computers and peripheral equipment)) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2818,Manufacture of power-driven hand tools,C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of power-driven hand tools); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of power-driven hand tools) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2819,Manufacture of other general-purpose machinery,C,Manufacturing,28,281,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of other general-purpose machinery); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of other general-purpose machinery) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2821,Manufacture of agricultural and forestry machinery,C,Manufacturing,28,282,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of agricultural and forestry machinery); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of agricultural and forestry machinery) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2822,Manufacture of metal-forming machinery and machine tools,C,Manufacturing,28,282,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of metal-forming machinery and machine tools); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of metal-forming machinery and machine tools) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
2823,Manufacture of machinery for metallurgy,C,Manufacturing,28,282,tradable,0.93,False,tradable,0.93,False,"Manufactured physical good (manufacture of machinery for metallurgy); ships to buyers in other provinces and abroad, so tradable under both Atlas and regional definitions.",open_market,0.95,False,"Manufacturing (Manufacture of machinery for metallurgy) is entered by building a plant: a private investor can cause it to appear wherever inputs, labour and logistics work. Sanitary, environmental and labelling permits (ARCSA, MAATE) supervise how it operates, never whether a province may have it."
